ngram	value
mislead result	1.0
might classify	1.0
overall accuracy	1.0
cat class	1.0
f score	1.0
let u define	1.3333333333333333
p positive instance	1.3333333333333333
n negative instance	1.3333333333333333
u define	1.0
four outcome can	2.0
multiarmed bandit problem	1.3333333333333333
bandit problem	1.2133333333333334
multiarmed bandit	1.6538461538461537
good understood	1.5
time pass	1.0
broad category	1.0
expected payoff	3.0
research project	1.0
large organization	1.0
early version	1.0
herbert robbins	1.0
constructed convergent population	2.6666666666666665
selection strategy	1.0
sequential design	2.0
population selection strategy	1.3333333333333333
constructed convergent population selection	2.083333333333333
total value	1.0
time consider	1.0
practical application	1.0
practical example	1.0
increase knowledge	1.0
model ha also	2.0
originally consider	1.0
world war ii	2.333333333333333
problem now	2.5
value associate	1.0
reward distribution	1.0
per round	1.5
collect reward	1.5
optimal strategy	1.0
zeroregret strategy	1.0
new one	1.25
current state	1.0
uniformly maximum convergence rate	1.777777777777778
high mean	1.0
convergence rate	1.1666666666666667
go back	1.0
optimal adaptive policy	1.3333333333333333
adaptive policy	1.0
much large	1.0
transition law	1.0
main feature	1.0
time period	1.5
many strategy exist	1.3333333333333333
broad category detail	1.6666666666666665
always pulled	1.0
uniformly random	1.6
probability matching strategy	1.3333333333333333
probability matching	1.25
contextual bandit problem	1.3333333333333333
contextual bandit	2.25
contextual multiarmed bandit	2.0
learner use	1.0
context vector	1.0
can predict	1.0
two broad category	1.3333333333333333
budget constraint	1.0
multiarmed bandit setting	1.3333333333333333
work focus	1.0
simple algorithm	1.2
adversarial bandit	1.5
first introduce	1.0
thompson sample	1.5
nonstationary case	1.0
upper confidence bound	1.5555555555555554
stochastic model	1.0
confidence bound	2.3333333333333335
duel bandit	1.5
relative feedback	1.0
directly observe	1.0
collaborative filtering	1.75
filtering method	1.0
method try	2.0
highly dynamic	1.5
clustering technique	1.0
content recommendation	1.0
user base	3.3333333333333335
take advantage	1.0
clickthrough rate	1.0
standard linear	2.4
stochastic noise	1.0
possible choice	1.0
general setting	1.0
manifold regularization	1.6666666666666665
many machine learn	1.4666666666666663
manifold learn	1.0
useful property	1.0
close together	1.0
change quickly	1.0
manifold regularization algorithm can	2.0
regularization algorithm	1.0
supervise learn algorithm	1.4285714285714286
learning setting	1.0
can extend	1.0
technique ha	2.0
application include	1.3333333333333333
penalize complex	2.0
hypothesis space	2.1728395061728394
candidate function	2.3333333333333335
formally give	1.0
prefer simple function	1.3333333333333333
many possible	2.0
many natural	2.5
smooth function	1.0
appropriate choice	1.0
input point	1.0
laplacian matrix	1.0
associated label	1.5
example pair	1.0
diagonal matrix	1.0
data point formula increase	1.8333333333333335
formula converges	1.0
norm can	2.0
representer theorem	1.1333333333333333
certain condition	1.0
optimal solution	3.8333333333333335
formula must	2.5714285714285716
kernel center	1.0
optimal solution formula	8.133333333333333
theorem show	1.0
appropriate loss function formula	1.6666666666666667
hypothesis space formula	1.3333333333333335
regularization can	2.8333333333333335
elastic net	2.0
elastic net regularization	1.3333333333333333
true label	1.5
mean square error	1.5555555555555554
predict value	1.0
solution can	2.142857142857143
kernel evaluate	1.0
kernel matrix	1.0
block matrix	1.0
support vector machine svms	1.8333333333333335
problem include	2.0
stochastic block model	1.3333333333333333
block model	1.0666666666666667
community structure	1.0
two vertex	1.6666666666666667
probability matrix	1.2
erdsrnyi model	1.5
plant partition model	1.3333333333333333
partition model	1.0
community share	2.6666666666666665
formula whenever formula	2.222222222222222
diagonal entry	1.0
partial recovery	1.0
exact recovery	1.2857142857142858
detection algorithm	1.0
correctly identify	1.0
latent partition	1.0
community size	1.0
parameter setting	1.0
phase transition	1.0
opposite side	1.0
become possible	1.0
appropriate scaling	1.0
average degree	1.0
equalsized community	1.0
probability formula whenever formula	4.428571428571429
average case	1.0
algorithm include	2.7777777777777777
categorical distribution	1.0
word embeddings	1.0
linguistic context	1.0
word vector	1.0
share common	2.5
wordvec algorithm	1.5
latent semantic analysis	1.3333333333333333
semantic analysis	1.2
latent semantic	2.4444444444444446
distribute representation	1.25
continuous bagofwords	1.0
continuous skipgram	1.5
current word	1.0
context word	1.2666666666666668
skipgram architecture	1.0
author note	1.5
good job	1.0
infrequent word	1.0
wordvec training	1.0
hierarchical softmax	1.5
negative sampling	1.3333333333333333
wordvec model	1.0
maximization problem	1.0
work good	1.3333333333333335
low dimensional vector	1.6666666666666665
certain threshold	1.0
word embed	1.0
many word	1.0
individual word	1.0
new unseen	2.0
biological sequence	1.0
sequence e	1.0
dna rna	1.5
gene sequence	1.0
vector representation	1.5714285714285714
random vector	1.0
particular interest	1.0
institutional dataset	3.6666666666666665
similar embeddings	1.5
superior performance	1.0
downstream task	1.0
per se	1.0
yield similar	2.0
mikolov et al	1.3333333333333333
syntactic pattern	2.0
semantic relation	1.0
syntactic relation	1.0
give test	2.0
different corpus size	1.3333333333333333
can greatly	2.0
different corpus	1.6666666666666667
way include	2.0
window size	1.0
skipgram model	1.0
computationally expensive	1.0
training corpus	1.0
statistical learning theory	1.487179487179487
asymptotically minimize	1.0
statistical learning	1.6428571428571428
learnable class	1.0
closely relate	1.0
large sample	1.6
risk formula	1.2666666666666668
find solution	1.0
learning task can	2.0
finite sample	1.3333333333333333
sequence formula	1.1428571428571428
free lunch theorem	1.6666666666666667
can always	2.0
expected loss	1.0
possible function	1.2
often consider	1.0
strictly great	1.0
make assumption	1.0
overfitting problem	1.0
minimization algorithm	1.0
illposed problem	1.0
empirical process	2.8333333333333335
glivenkocantelli class	1.0
certain regularity	2.0
statistic literature	1.0
often know	1.0
uniform convergence	1.4
matthew correlation coefficient	1.3333333333333335
generally regarded	1.0
different size	1.0
phi coefficient	1.0
single number	1.0
every object	1.0
geometric mean	1.0
regression coefficient	1.1666666666666667
component regression coefficient	1.3333333333333333
youdens j statistic	2.0
information flow	1.3333333333333333
matthews correlation coefficient	1.3333333333333333
single score	1.0
binary classifier	1.1428571428571428
k different	2.0
minimum value	1.0
computational biology	1.3333333333333333
category true positive	1.6666666666666665
spikeandslab regression	1.0
bayesian variable selection technique	1.6666666666666667
possible predictor	1.0
bayesian variable selection	2.0
spikeandslab model	1.0
wa far	2.0
indicate whether	2.0
particular variable	1.0
prior information	1.0
inclusion probability	1.0
large variance	1.0
design matrix	1.0
select variable	1.0
next step	1.0
regression coefficient value	1.3333333333333333
correspond prediction	1.0
reasonable assumption	1.0
default value	1.0
value r	1.5
bernoulli distribution	1.0
possible drawback	1.0
stochastic process	1.0
calculate various	2.0
input variable	1.3125
can cause	1.0
bayesian structural	2.5
time series model	2.0
time series forecasting	1.3333333333333333
nowcasting infer	1.0
bayesian structural time series	1.8333333333333335
lazy learn method	1.3333333333333333
approximate locally	1.0
problem domain	1.0
large space	1.6666666666666667
large datasets	1.0
inverse reinforcement learn	1.4999999999999998
reward function	1.5
cooperative inverse reinforcement learn	1.75
wa limit	1.0
different action	1.0
pieter abbeel	2.0
andrew ng	1.5
stanford university	1.0
airp ha	2.0
reward function may	2.666666666666667
task like	2.0
two part	1.0
must find	1.0
document hate	1.5
hate crime	1.0
bias incident	1.0
general public	1.3333333333333333
news story	1.0
news organization	1.0
project wa	2.0
documenting hate news	1.6666666666666665
data visualization	1.0
new york time	1.6666666666666665
new york	2.0
daily caller	1.5
several probability distribution	1.3333333333333333
quite different	1.0
inauthentic text	1.3333333333333335
computer program	1.0
computer generate	2.0
automate approach	1.0
decision strategy	1.0
class base	2.3333333333333335
bayesian decision	1.5
binary attribute	2.0
many metric	1.0
predictor different field	2.6666666666666665
different preference	1.0
specific metric due	2.6666666666666665
different goal	1.0
medicine sensitivity	1.0
important distinction	1.0
category occurs	1.0
different property	1.0
give two	2.6666666666666665
total size	1.0
gold standard	1.3333333333333333
population size	1.3333333333333333
true positive tp	1.7777777777777777
false negative fn	2.333333333333333
true negative tn	2.0
healthy people	1.0
test result	1.1
false positive fp	1.3333333333333333
horizontal axis	1.3333333333333333
marginal total	1.0
false negative true negative	1.6666666666666667
false positive add	2.6666666666666665
condition positive	1.5
marginal ratio	1.5
complementary pair	1.0
pair sum	1.5
take ratio	1.0
ratios ratio	1.0
column correspond	1.0
associate statistic	5.666666666666667
row correspond	1.25
likelihood ratio	1.25
prediction value	1.0
true positive rate tpr	1.777777777777778
condition positive cp	1.6666666666666665
true positive rate	1.7333333333333332
go undetected	1.0
specificity spc	1.0
true negative rate tnr	1.6111111111111114
test negative	1.5
condition negative cn	2.6666666666666665
tn fp	1.6666666666666667
negative condition negative	1.6666666666666665
true negative rate	1.7333333333333332
negative give	2.5
characteristic roc curve	1.3333333333333333
roc curve	1.0
operating characteristic	1.5
ball example	1.0
surrogate marker	1.0
pregnancy test	1.0
modern pregnancy test	1.3333333333333333
positive predictive value ppv	1.75
negative predictive value npv	2.0833333333333335
negative predictive value	1.5999999999999999
negative prediction value	1.6666666666666665
significant impact	1.0
patient test result	1.3333333333333333
prevalence sensitivity	5.0
fraction correct fc	1.6666666666666665
correctly categorize	1.0
tn fp fn	1.3333333333333333
fraction incorrect fic	1.3333333333333333
diagnostic odds ratio dor	1.5
define directly	1.5
tptnfpfn tpfnfptn	2.0
odds ratio	1.0
useful interpretation	1.0
fscore f score	2.6666666666666665
cohens kappa	2.5
parity learn	1.3333333333333333
sample xx	1.5
may contain	1.0
concept formation	1.0
object event	3.6666666666666665
concept learning	1.0
contain conceptrelevant feature	2.1333333333333333
machine learner	1.25
memory recall	1.0
complex concept	1.0
must occur	1.0
may lead	1.0
new concept	1.380952380952381
efficient way	1.0
variability within	2.0
two exemplar	1.0
hammer et al	1.3333333333333333
tool use	1.75
psychological theory	1.0
ha see	1.0
cognitive psychology	1.0
neural network model	1.3333333333333333
hierarchical model	1.25
factor analysis	1.0
rulebased theory	1.0
early computer	2.5
high level	1.0
rulebased model	1.0
rational analysis	1.0
property alone	1.0
prototype view	1.0
concept learn hold	1.3333333333333333
categorize base	3.0
central example	1.0
semantic similarity	1.0
mental representation	1.6666666666666667
illustration demonstrates	1.0
prototype theory	1.0
theory hypothesize	1.0
exemplar theory	1.0
new object	1.0
individual property	1.0
exemplar base	6.5
important result	1.0
exemplar model	1.0
group membership	1.25
two extreme	1.5
category spoon	1.0
human cognition	1.0
sufficient condition	1.3333333333333333
relatively new	1.0
bayes theorem	1.6770833333333335
powerful tool	1.0
bayes law	1.0
bayesian theory	1.6666666666666667
actr model	1.0
john r	2.5
human behavior	1.0
come close	1.0
primary presentation form	1.3333333333333333
secondary presentation form	1.5555555555555554
another significant	2.0
developmental robotics	1.238095238095238
developmental mechanism	1.5
openended learning	2.0
new skill	1.0
increase complexity	1.5
social interaction	1.0
animal development	2.0
developmental psychology	2.5
neuroscience developmental	1.0
evolutionary biology	1.5
control system	1.0
change environment	1.5
social environment	2.0
alan turing	1.3333333333333333
general approach	1.0
th century	1.0
artificial intelligence machine learning	2.0
social skill	1.6666666666666667
target task	1.0
functional modeling	1.0
follow three	2.0
research community	1.0
interaction among	2.0
developmental robotics project	1.3333333333333333
sensorimotor skill	1.0
body include	2.0
developmental robot	1.0
linguistic skill	3.4166666666666665
symbol ground	1.0
can actually	2.0
strongly interact	1.0
human development	1.5
constraint describe	2.0
research field	1.0
allow robot	1.0
general purpose	2.0
mechanism operate	2.3333333333333335
time scale	3.8333333333333335
evolutionary mechanism	1.5
wa hold	1.0
state university	1.0
first international	2.0
instance whose	3.5
category membership	1.0
whose category	1.5
patient base	2.5
may variously	2.0
categorical e	1.0
blood type ordinal e	1.6666666666666667
mathematical function	1.0
classification algorithm	1.0
possible category	1.5
probabilistic classification	1.0
best class	1.6666666666666667
multivariate normal distribution	1.3333333333333333
normal distribution	1.0
mahalanobis distance	1.0
bayesian classification	2.0
natural way	1.0
available information	1.0
relative size	1.0
different group	1.0
overall population	1.0
bayesian procedure	1.0
procedure involve	1.0
two separate	2.0
classification method	1.0
classification often require	1.3333333333333333
individual measurable property	1.3333333333333333
feature may	1.75
feature value might correspond	1.6666666666666667
feature value might	3.1
different word	1.0
category k	1.8888888888888886
high score	1.3333333333333333
score function	1.3333333333333333
linear predictor function	1.3333333333333333
weight correspond	1.0
linear predictor	1.6666666666666667
predictor function	2.1666666666666665
work best	1.0
empirical test	1.0
classifier performance	4.333333333333333
given problem	1.0
receiver operate characteristic	2.0
receiver operate characteristic roc	1.9166666666666665
uncertainty coefficient	1.5
evolutionary programming	1.1666666666666667
four major	3.0
lawrence j	1.5
generate artificial intelligence	1.3333333333333333
evolutionary computing	1.0
variation operator	1.5
matrix regularization	1.6666666666666667
predictive function	1.0
stable solution	1.0
write aswhere	2.0
norm enforce	1.0
regularization penalty	1.0
matrix norm	1.0
vector norm	1.0
matrix completion	1.3333333333333333
multivariate regression	1.0
selection can also	3.0
nonparametric case	1.0
multiple kernel learn	2.0
output formula can	2.333333333333333
frobenius inner product	1.3333333333333333
different application	1.0
matrix formula will	3.3333333333333335
aswhere formula	2.0
enforce sparsity	1.6666666666666667
using formulanorms	1.5
canonical basis	1.0
regularization function	1.0
nuclear norm	1.0
regularization penalty can	2.0
penalty can	2.0
coefficient matrix	1.0
multivariate case	1.0
frobenius norm	3.2222222222222228
multitask learning	1.0
across task	1.0
scheme can	2.0
frequently use	2.0
reduce rank coefficient matrix	1.6666666666666667
reduce rank	3.0
coefficient matrix can	3.3333333333333335
top formula	1.5
reduced set	1.5
ha become	1.0
optimization ha	3.25
lasso method	1.0
convex relaxation	1.75
enforce structure	1.0
structured sparsity	1.9090909090909092
formula norm	1.7287878787878788
group feature	1.0
group sparsity	1.0
group lasso	1.2941176470588236
match pursuit	1.75
proximal gradient method	1.3333333333333333
proximal gradient	1.8
gradient method	1.0
coefficient formula	1.5
indicator function	1.0
group norm	1.0
output variable	2.5
will depend	1.0
feature selection can	2.6666666666666665
appropriate kernel	3.6666666666666665
correspond reproducing	2.0
space formula can	2.333333333333333
linear independence	2.5
nonlinear variable selection	1.6666666666666665
computational intelligence	1.0
ciml community portal	1.3333333333333333
virtual scientific community	1.6666666666666665
scientific community	1.0
can share	1.0
different country	1.0
ultimate goal	1.0
broad range	1.0
expert student	1.0
outside researcher	1.5
software tool	1.0
add new	2.0
related field	1.3333333333333333
data preprocessing	1.0
machine learn project	1.7777777777777777
value etc	1.3333333333333333
analyze data	1.0
filtering step	1.0
instance selection	1.2222222222222223
hyperparameter optimization	1.625
require different	2.0
hyperparameter optimization find	1.3333333333333333
predefined loss function	1.3333333333333333
objective function take	1.3333333333333333
associated loss	1.0
grid search	1.375
grid search algorithm	1.3333333333333333
heldout validation set	1.3333333333333333
parameter space	1.3333333333333333
may include	1.0
svm classifier	1.0
embarrassingly parallel	1.0
random search	1.0
can outperform	1.0
intrinsic dimensionality	1.0
bayesian optimization	1.0
noisy blackbox function	1.3333333333333333
blackbox function	1.0
good result	1.0
use gradient descent	1.6666666666666665
technique wa	2.3333333333333335
wa focus	1.0
optimization algorithm	1.0
evolutionary optimization	1.0
automate machine learn	1.3333333333333333
behavior analytics	2.0
insider threat	1.0
meaningful anomaly	1.0
security event	1.0
big data	1.4
apache hadoop	1.0
detect insider threat	1.3333333333333333
make sense	1.0
security analytics	1.5
uba technology	1.0
market guide	1.0
security monitoring	1.5
computer security	1.0
three year	1.0
next three	1.5
bayesian perspective	1.0
bayesian probability	1.2
key component	1.0
covariance function	1.0
supervise learn problem	1.3333333333333333
bayesian point	1.0
main idea	1.0
new input	1.4545454545454546
inputoutput pair formula	1.3333333333333333
pair formula	1.625
function formula call	1.7777777777777777
three main	2.0
main property	1.0
reproduce property	1.0
unified framework	1.0
generalize linear model	1.6666666666666665
squared norm	1.0
rkhs can	2.5
write asand	3.5
first term	1.0
predict formula	1.8
second term	1.9166666666666665
two step	1.0
theorem state	1.0
thatwe can	2.0
process call	1.0
bayesian framework	1.0
prior belief	1.0
test case	1.0
mean vector	1.0
thenwhere formula	3.0
multivariate gaussian distribution	1.3333333333333333
gaussian noise	1.0
noise formula	1.5833333333333335
test input	1.6666666666666667
regularization theory	1.0
finite dimensional	2.0
zero mean	1.5
bayesian setting	1.0
photo contain	1.0
news article	1.0
open human	3.3333333333333335
active learning	1.3333333333333333
new data point	1.4999999999999998
learning algorithm can	2.4444444444444446
one might	2.0
separating hyperplane	1.0
marginal hyperplane	2.0
similar method	1.0
granular compute	1.3333333333333333
information granule	1.0
generally speaking	1.0
physical adjacency	1.0
theoretical perspective	1.0
various level	1.0
granular computing	1.2222222222222223
different resolution	1.0
several type	1.0
extract meaningful	2.0
outside temperature	2.6666666666666665
given application	1.0
variable formula may	2.0
high quaternary resolution	1.3333333333333333
low binary resolution	1.3333333333333333
high quaternary	1.6666666666666667
high resolution	1.0
since every formula	2.0
formula since every formula	3.083333333333333
binary variable resolution	1.3333333333333333
occurs iff formula	1.8666666666666667
formula occurs iff formula	2.2857142857142856
variable resolution	2.333333333333333
formula occurs	1.3888888888888886
variable independently	1.5
variable granulation	1.5
briefly describe	1.0
important statistical	2.5
almost always	1.0
dimensionality reduction method	1.3333333333333333
wa note	1.0
key idea	1.0
model describing	1.0
ask whether	2.0
variable clustering	3.5
powerful method	1.0
natural division	1.0
agglomerate variable	1.0
two agglomerate	1.5
single column	1.0
redundant variable	5.666666666666667
way since	3.0
often call	1.0
information system	1.6666666666666667
different semantics	1.0
original tuples	1.0
original value	1.1666666666666667
data table	1.0
usually base	2.0
wa partition	1.0
rough row	1.0
rough set	1.4
different set	1.8888888888888886
concept granulation	1.0
simple concept	3.6666666666666665
system onto	2.5
full set	1.0
equivalence class	1.8285714285714287
primitive simple	2.0
equivalence class formula	3.033333333333333
one another base	4.0
available attribute	3.6666666666666665
object within	4.5
attribute formula alone	1.6666666666666665
may emerge	1.0
concept structure	1.0
attribute set formula	1.6333333333333335
attribute set	2.4285714285714284
concept structure formula	1.3333333333333333
will influence	1.0
attribute set formulaon	1.6666666666666665
correctly classify	1.0
definitively categorize accord	2.0
concept structure formula base	1.9166666666666665
large class	1.0
deterministic dependency	1.0
good fit	1.0
concept resolution	1.0
granular computing can	2.0
problem solving	1.0
sense granular computing	1.6666666666666665
human ability	1.0
among different	2.0
fuzzy indifference relation	1.6666666666666665
general scheme	1.0
proaftn proceeds	1.0
expert intervention	1.0
indirect technique	1.0
several heuristic	1.0
algorithmic bias	1.0
data collection	1.5
algorithmic bias ha	2.222222222222222
search engine result	1.3333333333333333
search result	1.5925925925925926
bias can create	1.3333333333333333
can create	1.0
algorithm expand	1.0
unanticipated context	1.5
online hate speech	2.6666666666666665
hate speech	1.0
may come	1.0
trade secret	1.0
every permutation	1.0
search engines	1.2
recommendation engine	1.0
online advertising	1.0
social scientist	1.0
algorithmic process	1.0
software application	1.0
nearly identical	1.0
can reflect	1.0
human user	1.0
may arise	1.0
unanticipated outcome	1.0
large data set	1.3333333333333333
unintended consequence	1.0
computer simulation	1.0
create new	2.0
bias may also	2.0
extract value	1.0
new form	1.0
may reflect	1.0
personal bias	1.0
british nationality act	2.5
act program	1.0
technical bias	1.3333333333333333
three result	4.333333333333333
introduce bias	1.0
sort result	2.3333333333333335
american airline	1.0
facial recognition software	1.3333333333333333
surveillance camera	1.0
emergent bias	1.0
medical school	1.0
correlation can emerge	1.3333333333333333
correlation can	2.0
data collect	1.0
sexual orientation	1.0
program give	3.0
high risk	1.6666666666666667
user can	2.0
across different	2.0
case law	1.0
bank branch	1.0
feed back	1.0
police presence	1.0
increase police	2.0
racial discrimination	4.333333333333333
early example	1.0
ethnic minority	1.0
deny entry	1.0
per year	1.0
information found	1.5
algorithm design	1.25
white men	1.0
black child	1.0
post denouncing	3.3333333333333335
allow ad	2.0
company say	1.0
also allow	1.0
facebook user	1.0
among user	2.0
search query	1.0
user mean	2.3333333333333335
user interaction	1.0
gather data	2.5
term related	1.0
woman athlete	3.5
risk assessment	1.0
biometric data	1.3333333333333333
android app	2.0
recommendation algorithm	1.0
certain degree	1.0
protect category	1.0
historical data	1.0
can confuse	1.0
different user	1.0
per day	1.0
applicant irrespective	4.5
equal ratio	3.0
data profile	1.5
just learn	1.0
apply machine learn	1.8333333333333335
machine learn application	1.7777777777777777
practitioner must	3.0
produce simple	2.0
often outperform	1.5
machine learning can	2.0
various stage	4.333333333333333
similarity learning	1.0
supervise machine learn	1.5555555555555554
similarity function	1.0
recommendation system	1.0
face verification	1.0
bilinear form	1.0
similarity learn	2.0
one aim	1.0
metric learn	1.3333333333333333
symmetric positive semidefinite	2.222222222222222
symmetric positive	3.0
matrix formula can	2.0
formula corresponds	1.0
vectors formula	1.0
sometimes used	1.0
similar object	1.0
metric learning ha	2.333333333333333
can easily see	1.3333333333333333
generally doe	2.0
latent dirichlet allocation	2.0
semantic folding theory	1.3333333333333333
natural language text	1.3333333333333333
binary representation	1.0
semantic folding	1.6
sparse binary vector	1.3333333333333333
semantic space	2.074074074074074
theory build	1.5
twodimensional grid	1.0
vector space model	1.4666666666666666
space model	1.5333333333333332
semantic map	1.0
word y	4.333333333333333
sparse distributed	2.0
distributed representation	1.5
original motivation	1.0
keyword level	1.0
effort require	1.0
date back	1.5
general idea	1.0
biologically inspire	1.0
possible pattern	1.0
feature can	2.3333333333333335
meaning context	1.0
partial similarity	1.1428571428571428
strong resemblance	1.0
small change	1.0
stable learn algorithm	1.3333333333333333
change much	1.0
handwritten letter	1.6666666666666667
learning process rather	1.3333333333333333
certain type	1.0
good generalization	1.5
machine learning system	1.3333333333333333
perform accurately	1.0
new example	1.0
learning algorithm will	2.0
obtain generalization bound	1.3333333333333333
generalization bound	1.0
empirical risk minimization erm	1.9166666666666665
erm algorithm	1.0
train error	1.3333333333333333
vc theory	1.0
unbounded vcdimension	1.0
stability analysis	1.0
alternative method	1.0
slightly modify	1.0
leave one	3.6666666666666665
algorithm stability	1.0
multiple way	1.0
deterministic algorithm	1.0
training set s	1.6666666666666665
size m	1.0
will build	1.0
m modify	2.0
hypothesis stability	3.6666666666666665
loss function v	3.7878787878787876
follow holdsformulaan algorithm formula	4.893939393939394
uniform stability	2.2222222222222223
cvloo stability	4.333333333333333
important class	1.5
predictive learning	1.3333333333333333
genetic algorithm ga	1.3333333333333333
natural selection	1.0
mutation crossover	1.5
candidate solution	1.0
good solution	1.0
randomly generate	1.0
new generation	1.0
maximum number	1.0
genetic representation	1.3333333333333333
selection operator	1.5
method rate	1.0
generation population	1.0
new solution	1.0
new population	1.0
best organism	1.0
first generation	3.6666666666666665
less fit solution	1.3333333333333333
genetic diversity	2.3333333333333335
mutation rate	1.0
high may lead	2.0
premature convergence	1.0
elitist selection	1.0
population diversity	1.5
help prevent premature convergence	1.6666666666666667
termination condition	1.0
building block hypothesis	1.3333333333333333
buildingblock hypothesis	1.0
floating point representation	1.3333333333333333
evolution strategy	1.0
experimental result	3.0
often employ	1.0
parallel genetic algorithm assume	1.5
algorithm assume	1.0
adaptive parameter	1.0
adaptive genetic algorithm	1.3333333333333333
convergence speed	2.0
pm depends	1.5
optimization state	2.3333333333333335
absolute optimum	1.0
hill climbing	2.6666666666666665
can improve	1.0
different meaning	1.0
consecutive order	1.0
high degree	1.0
algorithm aim	1.0
approach include	1.25
genetic algorithm include	3.0
software package	1.0
often apply	1.0
general rule	1.0
local optimum	1.0
modern genetic algorithm	1.3333333333333333
early paper	1.0
originally use	1.0
international conference	1.8333333333333333
desktop computer	1.0
evolutionary computation	1.5
metaheuristic method	1.0
fall within	2.0
proactive learning	1.5
unlabeled instance	1.0
multiple source	1.0
always provide	1.0
gather new	2.0
data analyst	1.0
new development	1.0
structural probability	1.5
produce reliable	2.0
distribution law	1.0
fiducial distribution	2.0
physical feature	1.0
gaussian variable	1.25
neymans confidence interval	1.6666666666666665
practical purpose	1.0
observed value	1.0
let x	1.6
sample drawn	1.0
modeling perspective	1.0
dont know	1.3333333333333333
limited number	1.0
central limit theorem	1.3333333333333333
sufficiently large	1.25
inference problem	1.25
complex structure	1.0
inference procedure	1.0
standard normal distribution	1.3333333333333333
standard normal	2.25
confidence region	1.0
label accord	2.0
breast cancer	1.0
local casecontrol sampling	1.3333333333333333
local casecontrol	1.75
original dataset	1.0
pilot estimation	1.0
single pas	1.0
case control	2.0
case control sampling	1.3333333333333333
control sampling	1.3333333333333333
n data point	1.6666666666666665
pilot model	1.0
acceptance probability	1.0
estimate use	1.0
subsample select	1.0
casecontrol sample	3.5
formula use formula sample	1.9166666666666665
large sample size	1.3333333333333333
follow property	1.0
raw data	1.2857142857142858
manual feature engineering	1.3333333333333333
specific task	1.0
feature learning	1.0
machine learning task	1.3333333333333333
realworld data	1.5
image video	1.0
define specific	2.0
explicit algorithm	1.0
error term	1.0
representative element	3.6666666666666665
dictionary element	1.0
representation error	1.0
l regularization	2.333333333333333
dictionary learn	1.0
structure underlie	1.0
supervise dictionary	2.5
dictionary learning	1.0
enable sparse representation	1.3333333333333333
sparse representation	1.0
multiple layer	1.0
neural network can	2.4444444444444446
network can	2.4
unsupervised feature learning	1.3333333333333333
unsupervised feature	1.5
several approach	1.0
kmeans clustering	1.25
k cluster	1.0
unlabeled set	1.0
produce feature	1.5
clustering can	3.0
radial basis function	1.4999999999999998
basis function	1.4916666666666667
behave similarly	1.0
sparse cod	2.0
unsupervised feature learn	2.0
input data vector	4.433333333333334
right singular vector	1.3333333333333333
p large	2.0
data matrix	2.3333333333333335
singular vector	1.1904761904761905
large singular	1.5
p singular vector	1.3333333333333333
large variation	1.0
ith iteration	1.0
can effectively	2.0
lowerdimensional point	1.0
two major	2.25
second step	1.0
intrinsic geometric property	1.3333333333333333
underlying data	1.5
independent component analysis ica	1.5
sparse coding	1.0
overcomplete dictionary	1.0
biological neural	2.0
deep learning architecture	1.3333333333333333
stack multiple layer	1.3333333333333333
multiple level	1.0
original input	1.6666666666666667
rbm can	2.0
hidden variable	2.0
visible variable	1.0
function base	3.1666666666666665
hidden node	1.6666666666666667
supervised learn problem	1.3333333333333333
training set consists	1.3333333333333333
agnostic learn	1.0
call empirical risk	1.6666666666666665
training setthe	2.0
problem even	3.0
linearly separable	1.2666666666666668
loss function like	2.333333333333333
vanish gradient problem	1.3333333333333333
gradient problem	1.0
neural network weight	2.0
activation function	1.0
front layer	5.0
network meaning	1.0
allow researcher	1.0
feedforward network	1.0
recurrent network	1.0
new layer	1.0
next level	1.0
deep belief network	1.3333333333333333
hinton et al	2.333333333333333
belief network	1.0
deep belief	1.6666666666666667
involves learn	1.0
latent variable	2.345238095238095
log likelihood	1.0
deep architecture	1.0
feature extractor	1.0
key role	1.0
deep learn technique	1.3333333333333333
neural network research	1.3333333333333333
long shortterm memory lstm	2.0555555555555554
lstm network	1.0
standard backpropagation	1.7142857142857142
deep network	1.0
microsoft research	1.0
test error	1.5
multiple instance learn	1.9047619047619049
multiple instance	1.2222222222222223
multipleinstance learn	1.4
label bag	3.1666666666666665
positively label	1.0
least one instance	1.3333333333333333
negatively label	1.0
wa give	1.0
key chain	1.0
certain key	2.1666666666666665
multiinstance learn	1.0
dietterich et al	1.3333333333333333
dietterich et	1.6
drug activity prediction	1.3333333333333333
alternative lowenergy	2.0
lowenergy shape	1.6666666666666665
labeled bag	1.0
bag without	3.0
axisparallel rectangle	2.0
apr algorithm	1.0
rectangle apr	1.0
musk dataset	1.0
diverse density	1.4
label positive	1.125
target scene	1.0
bag formula	2.4
will focus	1.0
standard mi assumption	1.4999999999999998
mi assumption	1.1666666666666667
standard assumption	1.4791666666666665
instancelevel concept	1.8958333333333335
now view	1.0
negative label	1.5
different assumption	1.0
countbased assumption	1.0
general assumption	1.0
presencebased assumption	1.3333333333333333
require instancelevel concept	1.5
instancelevel concept formula	1.5555555555555554
concept formula	1.4333333333333333
threshold formula	1.3333333333333335
label according	2.6666666666666665
another generalization	1.0
standard model	1.0
gmil assumption	1.0
required instance formula	1.3333333333333333
contain instance	1.0
sufficiently close	2.0
attraction point	1.0
repulsion point	1.0
collective assumption	2.041666666666667
